Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
C-3549,Benton Files,M,28,921.65,1.0,Commercial associate,Sales staff,Semi-Urban,133853.95,520.6,N,Y,3.0,608.41,0,Urban,335,921.65,2,Urban,1,220216.16,0.0
C-33975,Albertha Cantor,M,20,2586.56,1.0,Working,Laborers,Semi-Urban,75326.62,441.4,Y,N,3.0,691.23,0,Rural,46,2586.56,2,Rural,1,111267.61,0.0
C-33850,Sade Fenstermaker,F,35,2063.37,1.0,Working,Laborers,Semi-Urban,91657.43,432.83,N,N,3.0,690.52,0,Urban,25,2063.37,3,Urban,1,154124.81,99524.57
C-41694,Melania Enciso,F,20,1904.13,1.0,Working,Cooking staff,Semi-Urban,38273.4,407.83,N,N,4.0,739.8891493203059,0,Semi-Urban,875,1904.13,2,Semi-Urban,0,44534.95,24275.15
C-6310,Earlie Rotondo,M,60,1038.73,1.0,Working,Laborers,Semi-Urban,72525.18,388.04,N,N,2.0,681.01,0,Semi-Urban,163,1038.73,3,Semi-Urban,1,84100.54,0.0
C-36024,Gricelda Cephus,F,63,1511.96,1.0,Working,Laborers,Semi-Urban,35080.68,221.49,N,N,1.0,732.38,0,Rural,573,1511.96,3,Rural,1,40526.09,22827.91
C-19506,Jamey Zamarripa,F,65,1015.95,1.0,Pensioner,Laborers,Semi-Urban,51735.91,227.02,Y,N,2.0,756.35,0,Rural,610,1015.95,1,Rural,1,75058.11,0.0
C-44804,Solange Honea,F,61,2535.83,1.0,State servant,Managers,Semi-Urban,46928.13,457.57,Y,Y,3.0,635.97,0,Semi-Urban,246,2535.83,3,Semi-Urban,0,66431.44,0.0
C-3378,Katrina Starnes,F,47,2223.085,1.0,Working,Managers,Semi-Urban,38659.94,171.74,N,Y,3.0,649.43,0,Semi-Urban,875,2223.81,2,Semi-Urban,1,71812.17,0.0
C-489,Markita Emmons,F,55,2223.085,1.0,Working,Laborers,Semi-Urban,17286.95,114.77,N,N,2.0,635.49,0,Rural,92,2223.81,4,Rural,1,-999.0,0.0
C-47140,Minerva Adcock,F,19,1147.17,1.0,Working,Laborers,Rural,37257.95,183.4,N,Y,4.0,673.42,0,Rural,26,1147.17,2,Rural,0,53347.95,0.0
C-26689,Fatima Due,F,49,2223.085,1.0,Working,Medicine staff,Rural,119140.4,743.72,Y,Y,2.0,646.27,0,Semi-Urban,662,2223.81,4,Semi-Urban,1,179586.67,0.0
C-5706,Dinorah Mcmorris,F,21,3152.61,1.0,Working,Laborers,Semi-Urban,64229.26,469.5,Y,Y,1.0,735.27,0,Semi-Urban,288,3152.61,4,Semi-Urban,0,97928.26,106741.29
C-26219,Jacklyn Huddle,F,38,2545.37,1.0,Working,Accountants,Semi-Urban,143811.33,442.88,N,Y,2.0,701.46,0,Semi-Urban,784,2545.37,2,Semi-Urban,1,-999.0,25880.13
C-40386,Katrina Due,M,23,1835.66,1.0,Working,Medicine staff,Semi-Urban,63496.97,295.61,Y,Y,3.0,835.98,0,Urban,494,1835.66,2,Urban,1,90133.74,24601.55
C-21699,Ned Balog,M,22,1033.84,1.0,Commercial associate,Laborers,Semi-Urban,154333.66,610.89,Y,Y,2.0,657.08,0,Urban,266,1033.84,4,Urban,1,179284.02,0.0
C-16376,Gina Ormsby,F,34,2223.085,1.0,Working,Private service staff,Rural,37633.08,279.1,N,Y,3.0,724.04,0,Urban,202,2223.81,4,Urban,1,60662.16,0.0
C-21115,Sparkle Gebo,F,63,2768.79,1.0,Commercial associate,Core staff,Semi-Urban,73280.91,332.88,N,Y,2.0,739.8891493203059,0,Rural,493,2768.79,3,Rural,1,99468.19,27686.38
C-9647,Caleb Huddleston,F,26,1350.99,1.0,Commercial associate,Core staff,Semi-Urban,38039.8,191.96,N,N,2.0,787.96,0,Rural,454,1350.99,3,Rural,1,49905.7,54105.17
C-44520,Dwain Densmore,M,50,2143.5,1.0,Working,Accountants,Semi-Urban,23167.12,255.68,N,N,1.0,752.95,0,Semi-Urban,694,2143.5,1,Semi-Urban,1,39867.94,65141.31
C-14053,Franchesca Ver,F,18,2845.89,1.0,Working,Managers,Semi-Urban,84007.26,437.29,N,N,2.0,663.06,0,Semi-Urban,505,2845.89,1,Semi-Urban,1,127859.22,0.0
C-43840,Zelda Funk,M,28,1252.14,1.0,State servant,Laborers,Rural,34662.66,216.94,N,N,1.0,870.26,0,Urban,75,1252.14,2,Urban,1,59068.51,53041.11
C-7521,Gilda Halfacre,F,62,2478.65,1.0,Working,Managers,Semi-Urban,73135.76,375.17,Y,Y,2.253141046651371,694.63,0,Semi-Urban,102,2478.65,4,Semi-Urban,1,128752.84,26270.06
C-7402,Pauletta Richart,M,39,2455.74,1.0,Working,Drivers,Rural,39243.7,202.21,Y,Y,2.0,654.1,0,Semi-Urban,242,2455.74,4,Semi-Urban,1,45901.44,12239.72
C-30607,Danica Tipping,F,51,2736.41,1.0,Working,Laborers,Semi-Urban,46603.69,252.72,N,Y,3.0,687.8,0,Rural,626,2736.41,2,Rural,1,82897.0,54307.92
C-19304,Iliana Obando,M,27,1935.56,1.0,State servant,Core staff,Semi-Urban,93385.89,572.02,Y,Y,3.0,650.73,0,Semi-Urban,284,1935.56,3,Semi-Urban,1,106604.88,47421.43
C-2337,Benton Vidrio,F,36,2223.085,1.0,Commercial associate,Laborers,Semi-Urban,184495.32,544.11,Y,N,2.0,656.91,0,Urban,970,2223.81,1,Urban,1,285883.78,103326.28
C-4263,Frederick Ortego,M,37,2779.76,1.0,Working,Laborers,Semi-Urban,40586.54,223.33,N,Y,1.0,844.79,0,Semi-Urban,15,2779.76,3,Semi-Urban,1,65889.16,20034.91
C-21925,Ivory Davies,F,19,2964.13,1.0,Working,Laborers,Semi-Urban,153114.72,417.65,Y,N,2.0,607.12,0,Urban,925,2964.13,2,Urban,1,277618.55,0.0
C-46167,Leesa Angeles,M,61,1298.19,1.0,Pensioner,Laborers,Rural,61360.06,370.75,N,N,2.0,655.54,0,Urban,266,1298.19,4,Urban,1,86618.8,29977.63
C-11406,Annalisa Borges,F,32,3034.35,1.0,Commercial associate,Managers,Semi-Urban,37346.39,446.82,Y,Y,3.0,751.85,0,Rural,525,3034.35,1,Rural,1,44961.64,16516.91
C-47359,Janell Goya,F,58,2150.97,1.0,Working,Medicine staff,Semi-Urban,48302.04,303.49,N,Y,1.0,786.15,0,Rural,846,2150.97,1,Rural,0,83809.32,17875.34
C-45193,Keva Irick,F,35,976.89,1.0,Working,Laborers,Semi-Urban,15091.0,143.69,N,Y,3.0,754.37,0,Rural,645,976.89,2,Rural,0,19680.91,82291.49
C-5069,Sherie Castilleja,F,54,2223.085,1.0,Working,Medicine staff,Semi-Urban,35119.86,169.69,N,N,2.0,768.35,0,Urban,765,2223.81,3,Urban,1,60245.64,91285.45
C-49777,Ok Cratty,F,37,1850.91,1.0,Working,Laborers,Semi-Urban,62208.92,317.52,N,N,1.0,707.36,0,Rural,912,1850.91,2,Rural,1,117297.62,0.0
C-17170,Gertrud Decola,M,18,1416.83,1.0,Working,Security staff,Rural,60754.05,333.55,N,Y,1.0,869.95,0,Rural,576,1416.83,3,Rural,1,102730.79,83190.12
C-20592,Elke Nelligan,F,49,2223.085,1.0,Working,Cooking staff,Semi-Urban,125328.0,368.18,Y,Y,3.0,809.2,0,Urban,728,2223.81,3,Urban,1,196803.4,77930.38
C-42818,Sherie Stairs,M,39,2429.05,1.0,Working,Laborers,Semi-Urban,38380.31,214.61,Y,N,3.0,679.98,0,Semi-Urban,455,2429.05,4,Semi-Urban,1,44292.64,28794.97
C-49018,Emmy Pitcock,M,64,2268.29,1.0,Working,Managers,Semi-Urban,42414.48,554.22,Y,Y,2.0,637.81,0,Rural,661,2268.29,2,Rural,1,62194.89,0.0
C-12873,Karoline Abel,F,43,1587.1,1.0,Working,Cleaning staff,Semi-Urban,36690.39,236.53,N,Y,3.0,790.26,0,Rural,359,1587.1,3,Rural,1,40918.49,26675.48
C-22748,Deborah Mcmanis,M,60,1116.19,1.0,Working,Cleaning staff,Semi-Urban,51198.8,262.04,Y,Y,4.0,710.57,0,Urban,440,1116.19,4,Urban,1,58774.54,68744.22
C-12446,America Hemmings,M,62,1177.63,1.0,Commercial associate,Sales staff,Semi-Urban,39815.59,263.73,N,N,2.0,651.13,0,Urban,475,1177.63,2,Urban,1,50813.85,65900.52
C-44853,Joaquin Sturdivant,M,37,1224.88,1.0,Working,Laborers,Semi-Urban,20141.39,105.72,N,Y,4.0,661.18,0,Semi-Urban,527,1224.88,2,Semi-Urban,0,28623.65,70898.3
C-42326,Thea Malatesta,F,18,2587.12,1.0,Working,Laborers,Rural,45536.34,218.95,Y,N,1.0,754.33,0,Semi-Urban,295,2587.12,3,Semi-Urban,1,76191.57,144922.98
C-45094,Ted Mcpeters,F,18,3163.3,1.0,State servant,Laborers,Semi-Urban,39217.26,212.02,Y,N,4.0,764.32,0,Semi-Urban,103,3163.3,4,Semi-Urban,0,53205.27,154561.92
C-26906,Carina Bruce,M,56,1314.52,1.0,Working,Core staff,Rural,39551.97,194.46,Y,Y,2.253141046651371,797.06,0,Urban,474,1314.52,3,Urban,1,61229.5,104971.75
C-28158,Bonny Yocum,M,39,2223.085,1.0,Working,Managers,Semi-Urban,77293.1,313.06,Y,N,1.0,629.1,0,Semi-Urban,260,2223.81,2,Semi-Urban,1,134649.38,0.0
C-10889,Alyson Voltz,M,31,1727.14,1.0,Commercial associate,Accountants,Semi-Urban,66301.39,224.24,N,Y,2.0,832.61,0,Rural,179,1727.14,1,Rural,1,82443.16,48481.01
C-9466,Dominick Simmers,F,61,1825.77,1.0,Working,Core staff,Rural,40415.47,277.51,Y,Y,1.0,697.63,0,Rural,70,1825.77,4,Rural,1,48482.01,0.0
C-24760,Hilde Showers,F,25,1334.56,1.0,Working,Laborers,Semi-Urban,17485.32,375.17,N,Y,2.253141046651371,606.32,0,Urban,515,1334.56,4,Urban,1,24149.35,0.0
C-14502,Kristen Krawczyk,F,27,2223.085,1.0,Working,Laborers,Semi-Urban,77582.74,621.33,N,Y,2.0,739.8891493203059,0,Rural,683,2223.81,4,Rural,1,141235.55,67926.48
C-19941,Yolonda Costillo,F,51,1792.21,1.0,Working,Sales staff,Rural,67744.9,371.43,N,Y,2.0,749.15,0,Semi-Urban,79,1792.21,2,Semi-Urban,1,77723.83,48728.0
C-28063,Aletha Beaulieu,F,65,572.91,1.0,Pensioner,Laborers,Semi-Urban,36269.63,264.94,N,Y,3.0,800.98,0,Semi-Urban,687,572.91,4,Semi-Urban,0,39907.99,63109.5
C-39797,Jacquelyne Dewolf,M,53,2205.22,1.0,Working,High skill tech staff,Semi-Urban,45650.42,248.17,Y,Y,2.0,845.5,0,Semi-Urban,79,2205.22,2,Semi-Urban,1,80751.66,155650.53
C-10640,Leonel Mcbay,F,65,1848.45,1.0,Pensioner,Laborers,Semi-Urban,100932.59,383.3,N,N,1.0,870.22,0,Semi-Urban,242,1848.45,4,Semi-Urban,0,139077.12,155285.15
C-34549,Annika Yarber,F,36,1903.42,1.0,Working,Laborers,Semi-Urban,25043.64,283.3,N,N,2.0,877.12,0,Rural,833,1903.42,4,Rural,1,29148.23,41988.27
C-45866,Kelsie Wronski,F,32,2415.7,1.0,Working,Accountants,Rural,154761.31,484.31,Y,Y,3.0,765.51,0,Urban,773,2415.7,3,Urban,1,288096.71,37479.26
C-49124,Rex Thorp,M,42,823.65,1.0,Working,Laborers,Semi-Urban,23303.87,230.01,Y,N,1.0,718.0,0,Rural,844,823.65,4,Rural,0,34680.8,42644.64
C-30240,Cuc Dumlao,F,57,2387.73,1.0,Working,Sales staff,Semi-Urban,92577.39,679.86,N,Y,2.0,626.27,0,Urban,873,2387.73,4,Urban,1,143049.32,0.0
C-28192,Iliana Halliwell,F,39,1522.62,1.0,Working,Laborers,Semi-Urban,42825.18,235.22,N,N,1.0,690.05,0,Semi-Urban,427,1522.62,4,Semi-Urban,1,57697.17,50626.21
C-11186,Sallie Roder,F,18,1455.08,1.0,Working,Laborers,Semi-Urban,20646.14,209.48,N,Y,2.0,663.16,0,Urban,451,1455.08,2,Urban,1,28617.92,42863.5
C-15219,Jena Glasgow,M,61,2223.085,1.0,Pensioner,Laborers,Urban,101431.34,757.62,N,Y,2.0,739.8891493203059,0,Urban,750,2223.81,2,Urban,0,153425.13,0.0
C-7203,Andrea Cao,M,21,1536.22,1.0,Working,Private service staff,Semi-Urban,22344.18,175.31,Y,Y,4.0,796.63,0,Rural,863,1536.22,1,Rural,1,40680.74,51170.42
C-16398,Magdalena Tosi,M,54,1573.14,1.0,State servant,Medicine staff,Semi-Urban,114106.81,377.96,N,Y,3.0,695.17,0,Semi-Urban,150,1573.14,3,Semi-Urban,1,199137.42,35511.4
C-17993,Nakita Meints,F,55,1859.23,1.0,Working,Sales staff,Semi-Urban,111329.12,341.73,N,Y,2.253141046651371,710.03,0,Rural,112,1859.23,1,Rural,1,141085.83,137214.67
C-15424,Valentina Flick,F,21,1346.78,1.0,Commercial associate,Laborers,Semi-Urban,44299.96,272.68,N,N,1.0,628.22,0,Urban,38,1346.78,3,Urban,1,59931.84,0.0
C-35586,Kyung Capp,F,28,2213.52,1.0,State servant,Laborers,Semi-Urban,67813.65,208.8,Y,Y,3.0,786.4,0,Rural,533,2213.52,1,Rural,1,110421.92,15661.94
C-18256,Travis Eide,F,23,2223.085,1.0,State servant,Laborers,Rural,38107.83,372.07,Y,N,4.0,804.4,0,Urban,570,2223.81,1,Urban,1,58770.82,142306.54
C-32948,Luisa Sherlock,F,37,1751.03,1.0,Commercial associate,Sales staff,Semi-Urban,93651.15,274.31,Y,Y,2.0,766.82,0,Semi-Urban,708,1751.03,1,Semi-Urban,1,104620.17,102478.53
C-34941,Janelle Liedtke,F,50,1974.99,1.0,Working,Laborers,Semi-Urban,94143.6,396.53,N,Y,1.0,818.69,0,Semi-Urban,452,1974.99,1,Semi-Urban,1,146908.93,122485.85
C-24362,Migdalia Saylors,M,60,1623.88,1.0,Pensioner,Laborers,Semi-Urban,76919.78,265.49,Y,Y,2.0,771.44,0,Urban,838,1623.88,4,Urban,1,91134.08,71940.91
C-2778,Esmeralda Reinbold,M,34,1361.89,1.0,Working,Sales staff,Semi-Urban,109074.3,586.62,N,Y,2.0,705.27,0,Rural,672,1361.89,2,Rural,1,181553.94,40214.06
C-3884,Nannie Jolliff,M,49,1469.57,1.0,Working,Laborers,Rural,193230.64,540.15,N,Y,2.0,812.92,0,Urban,394,1469.57,2,Urban,1,260609.98,15022.89
C-40047,Gerry Oddo,M,23,2253.39,1.0,Commercial associate,Sales staff,Urban,149959.64,542.77,N,Y,2.0,734.23,0,Urban,706,2253.39,2,Urban,1,249150.25,103721.07
C-38946,Crista Loos,M,27,1769.39,1.0,Working,Laborers,Semi-Urban,55616.56,300.95,N,N,2.0,671.18,0,Urban,226,1769.39,2,Urban,1,96912.42,92190.37
C-28453,Bulah Melody,F,55,2223.085,1.0,Working,Sales staff,Semi-Urban,60601.26,355.13,N,Y,2.0,786.06,0,Urban,585,2223.81,1,Urban,1,114728.38,57554.74
C-41499,Jacklyn Coryell,F,40,1538.67,1.0,Working,Core staff,Semi-Urban,20101.43,70.71,Y,Y,4.0,660.0,0,Urban,214,1538.67,1,Urban,0,29458.92,9759.57
C-40463,Rufus Bullard,F,18,1766.81,1.0,Working,Low-skill Laborers,Semi-Urban,39894.47,279.6,Y,Y,1.0,790.06,0,Semi-Urban,783,1766.81,2,Semi-Urban,1,58777.7,132119.94
C-47084,Dean Boden,F,18,3278.17,1.0,Working,Low-skill Laborers,Rural,99084.58,472.13,Y,Y,3.0,811.77,0,Urban,45,3278.17,3,Urban,0,113603.18,29299.22
C-12577,Herma Farias,M,52,2223.085,1.0,Working,Laborers,Semi-Urban,98360.93,436.49,Y,N,3.0,663.33,0,Rural,861,2223.81,4,Rural,1,170021.66,13205.18
C-19953,Dorotha Zinck,M,56,1410.43,1.0,Working,Cooking staff,Semi-Urban,74966.16,387.12,Y,Y,3.0,745.55,0,Semi-Urban,628,2223.81,4,Semi-Urban,1,93858.58,23007.05
C-9656,Thea Miskell,M,64,1709.93,1.0,Pensioner,Laborers,Rural,96011.02,467.68,N,N,2.0,690.82,0,Rural,92,1709.93,4,Rural,0,111886.93,0.0
C-10472,Houston Liebel,F,60,2223.085,1.0,State servant,Managers,Rural,194106.44,780.12,N,Y,2.0,623.24,0,Urban,639,2223.81,4,Urban,1,292319.83,0.0
C-48727,America Spiegel,M,48,2797.98,1.0,Working,High skill tech staff,Semi-Urban,24058.46,166.2,N,Y,1.0,668.72,0,Rural,952,2797.98,4,Rural,0,32582.51,0.0
C-32386,Candy Twiford,F,25,2062.84,1.0,Commercial associate,Sales staff,Semi-Urban,60920.92,408.18,N,N,2.0,739.8891493203059,0,Rural,658,2062.84,3,Rural,1,76135.84,116414.43
C-10066,Damaris Hatcher,F,53,2223.085,1.0,Working,Sales staff,Semi-Urban,72323.16,251.28,N,Y,3.0,631.04,0,Urban,731,2223.81,1,Urban,1,97600.72,0.0
C-7335,Flavia Saur,F,18,3152.74,1.0,Commercial associate,Sales staff,Semi-Urban,65943.85,348.74,N,Y,2.0,620.27,0,Rural,223,3152.74,1,Rural,1,88742.29,0.0
C-15068,Vannesa Carollo,M,18,2023.83,1.0,Working,Managers,Semi-Urban,68227.22,401.86,N,Y,1.0,756.79,0,Rural,538,2023.83,3,Rural,1,122038.87,25177.75
C-21356,Masako Spicher,F,59,2129.86,1.0,Working,Laborers,Semi-Urban,83079.65,211.61,Y,Y,4.0,688.62,0,Rural,701,2129.86,1,Rural,1,106659.7,59995.14
C-8579,William Bettcher,F,37,2223.085,1.0,Working,Waiters/barmen staff,Rural,196020.96,524.66,Y,Y,2.0,634.16,0,Urban,830,2223.81,2,Urban,1,250970.8,0.0
C-13379,Bert Zamarripa,F,18,2223.085,1.0,Commercial associate,Managers,Semi-Urban,48451.34,314.49,Y,Y,2.0,664.18,0,Semi-Urban,872,2223.81,4,Semi-Urban,0,68944.06,35797.23
C-12595,Alanna Bremer,F,63,2223.085,1.0,Working,Drivers,Rural,20882.58,162.35,N,Y,1.0,705.58,0,Semi-Urban,182,2223.81,2,Semi-Urban,1,29706.94,39228.07
C-17711,Lizette Watts,F,27,1528.36,1.0,Commercial associate,Laborers,Rural,144044.86,419.25,N,Y,4.0,703.62,0,Rural,69,1528.36,2,Rural,1,188390.25,35113.81
C-277,Aisha Lappin,M,27,2223.085,1.0,Commercial associate,Managers,Semi-Urban,128098.16,375.17,Y,Y,1.0,806.43,0,Urban,929,2223.81,1,Urban,1,242955.92,97114.16
C-36154,Sid Sayre,F,41,2007.84,1.0,Working,High skill tech staff,Semi-Urban,153107.31,656.19,N,Y,2.0,660.95,0,Urban,428,2007.84,3,Urban,1,251117.33,0.0
C-12628,Shawanda Zieman,M,38,1944.59,1.0,Working,Core staff,Semi-Urban,102772.73,307.95,N,Y,3.0,696.28,0,Urban,328,1944.59,4,Urban,1,141308.91,9976.68
C-34569,Enola Osby,M,34,1682.35,1.0,Commercial associate,Core staff,Rural,57448.65,290.86,N,Y,3.0,647.11,0,Semi-Urban,84,1682.35,1,Semi-Urban,1,79593.81,0.0
C-28816,Aletha Mchargue,F,23,1627.39,1.0,Working,Core staff,Semi-Urban,18778.61,124.88,N,N,3.0,636.89,0,Semi-Urban,997,1627.39,3,Semi-Urban,1,24754.35,0.0
C-32585,John Poquette,F,47,1894.07,1.0,Commercial associate,Sales staff,Rural,131700.53,386.18,N,Y,2.0,705.4,0,Urban,506,1894.07,4,Urban,1,174852.26,16253.02
C-22484,Leanne Riles,M,18,2223.085,1.0,Working,Managers,Semi-Urban,67632.45,549.0,Y,N,2.0,812.11,0,Semi-Urban,238,2223.81,2,Semi-Urban,1,76877.33,49507.11
C-7987,Nobuko Kilgore,M,37,3031.34,1.0,Working,Laborers,Semi-Urban,51569.25,608.88,N,Y,2.0,843.38,0,Semi-Urban,920,3031.34,2,Semi-Urban,1,63675.05,123345.97
C-40319,Marquerite Brigmond,M,52,1277.93,1.0,Working,Laborers,Semi-Urban,76739.65,304.85,Y,Y,2.0,835.45,0,Semi-Urban,228,1277.93,2,Semi-Urban,1,108427.55,132271.44
C-27171,Shakira Mattinson,M,27,1239.02,1.0,Working,Drivers,Semi-Urban,13942.24,169.76,Y,Y,3.0,661.96,0,Rural,927,1239.02,4,Rural,1,22496.8,178272.12
C-8956,Nakita Zinck,F,24,2223.085,1.0,Commercial associate,Laborers,Rural,36624.03,186.74,Y,Y,2.0,662.55,0,Rural,477,2223.81,2,Rural,1,59111.08,86196.21
C-4155,Milagros Kolbe,F,38,2115.15,1.0,Commercial associate,Laborers,Urban,20315.66,153.04,Y,N,2.253141046651371,659.49,0,Rural,749,2115.15,4,Rural,1,25823.34,68114.02
C-21983,Lacey Ramsdell,F,56,1441.42,1.0,Commercial associate,Cleaning staff,Urban,32867.21,204.01,N,N,2.253141046651371,723.17,0,Semi-Urban,479,1441.42,4,Semi-Urban,1,61598.78,62580.49
C-15946,Angla Volkmann,M,45,1137.94,1.0,Working,Core staff,Semi-Urban,39273.13,317.82,N,N,2.0,763.47,0,Rural,959,1137.94,1,Rural,1,60108.65,-999.0
C-26195,Zaida Devaney,M,64,1131.99,1.0,Pensioner,Laborers,Semi-Urban,39639.27,375.17,N,Y,2.253141046651371,644.31,0,Rural,525,1131.99,1,Rural,0,63862.01,0.0
C-45222,Tona Grasso,M,57,1670.49,1.0,Working,Laborers,Rural,33316.18,180.67,Y,N,3.0,667.71,0,Semi-Urban,510,1670.49,3,Semi-Urban,1,58500.96,39554.93
C-5957,Annelle Swan,M,18,1594.1,1.0,Commercial associate,Sales staff,Rural,67971.85,254.03,N,N,2.0,639.78,0,Semi-Urban,206,1594.1,4,Semi-Urban,0,122386.78,0.0
C-16211,Katrina Culligan,M,57,1664.43,1.0,Working,Accountants,Semi-Urban,27350.06,150.29,Y,Y,2.0,770.15,0,Urban,597,1664.43,4,Urban,0,33482.12,31757.31
C-5021,Christene Basel,M,65,2223.085,1.0,Pensioner,Laborers,Semi-Urban,55259.07,221.39,N,Y,2.0,800.06,0,Rural,437,2223.81,1,Rural,0,101106.99,24552.62
C-49634,Joseph Achenbach,M,25,3509.39,1.0,Commercial associate,Managers,Semi-Urban,176620.34,799.95,Y,Y,3.0,739.8891493203059,0,Urban,613,3509.39,3,Urban,0,300463.01,26551.72
C-29551,Caroline Loredo,M,51,2223.085,1.0,Working,Laborers,Semi-Urban,145518.04,433.47,N,Y,2.0,692.4,0,Semi-Urban,889,2223.81,2,Semi-Urban,1,265296.78,42414.74
C-46170,Brian Lemons,M,59,2084.36,1.0,Working,Drivers,Semi-Urban,31670.31,224.26,Y,Y,2.0,771.55,0,Urban,45,2084.36,3,Urban,0,37314.32,104917.1
C-13211,Stefany Davilla,M,40,2328.84,1.0,Working,Sales staff,Semi-Urban,33570.34,157.51,N,Y,2.253141046651371,864.55,0,Semi-Urban,450,2328.84,3,Semi-Urban,1,53304.49,75473.08
C-1274,Jena Selvy,M,34,2434.93,1.0,Commercial associate,Laborers,Semi-Urban,92300.21,363.94,Y,Y,1.0,796.89,0,Semi-Urban,103,2434.93,4,Semi-Urban,1,-999.0,0.0
C-2508,Jacklyn Bumbalough,F,25,1872.21,1.0,Working,Accountants,Semi-Urban,43126.93,214.6,N,Y,1.0,739.8891493203059,0,Rural,802,1872.21,4,Rural,1,63904.09,42627.73
C-17826,Sol Schimmel,F,18,1929.42,1.0,Working,Core staff,Semi-Urban,154481.76,459.17,N,Y,4.0,709.01,0,Semi-Urban,332,1929.42,3,Semi-Urban,1,270667.19,27465.44
C-16004,Deanna Harsh,M,61,2403.92,1.0,Pensioner,Laborers,Semi-Urban,220763.16,554.39,N,Y,2.253141046651371,726.64,0,Semi-Urban,956,2403.92,2,Semi-Urban,1,250766.81,55287.75
C-36236,Flora Dorner,F,46,1939.67,1.0,Working,Security staff,Semi-Urban,197844.77,542.16,Y,Y,3.0,654.7,0,Semi-Urban,4,1939.67,3,Semi-Urban,0,278985.47,0.0
C-26754,Kenny Hodges,F,37,2225.41,1.0,Commercial associate,Sales staff,Semi-Urban,55072.66,350.0,N,Y,1.0,698.3,0,Semi-Urban,450,2225.41,3,Semi-Urban,1,89871.73,85663.66
C-2630,Raina Saeed,F,18,1646.17,1.0,Commercial associate,Accountants,Semi-Urban,56040.1,409.68,N,Y,2.0,674.23,0,Rural,645,1646.17,2,Rural,1,88295.5,18654.017102651593
C-11876,Meaghan Melody,F,41,2223.085,1.0,Commercial associate,Sales staff,Rural,50162.58,235.78,N,N,3.0,664.4,0,Urban,361,2223.81,2,Urban,1,78183.07,21213.91
C-25282,Shaina Sabbagh,F,50,2223.085,1.0,Working,Laborers,Rural,77820.97,406.07,N,N,2.0,795.52,0,Rural,287,2223.81,4,Rural,1,126126.98,0.0
C-44522,Antonio Cha,M,20,1680.81,1.0,Commercial associate,High skill tech staff,Semi-Urban,27849.62,158.56,Y,Y,1.0,762.66,0,Urban,856,1680.81,2,Urban,0,49652.46,24435.5
C-16162,Joseph Music,F,44,1814.55,1.0,Working,Sales staff,Semi-Urban,86242.35,469.32,N,Y,2.0,603.59,0,Semi-Urban,368,1814.55,4,Semi-Urban,1,108477.17,0.0
C-5842,Samantha Youmans,M,49,1326.97,1.0,Working,Laborers,Semi-Urban,33094.94,309.64,Y,N,3.0,780.71,0,Rural,610,1326.97,1,Rural,1,60161.07,31058.34
C-1400,Mervin Burfield,F,41,783.98,1.0,State servant,Medicine staff,Semi-Urban,66009.48,229.36,N,N,3.0,801.11,0,Rural,814,783.98,2,Rural,1,99952.89,70206.16
C-3159,Karoline Cheng,F,57,2655.79,1.0,Working,Managers,Rural,176208.53,487.22,Y,Y,2.0,739.8891493203059,0,Rural,862,2655.79,3,Rural,1,233834.84,27965.15
C-21070,Xavier May,M,61,2223.085,1.0,Commercial associate,Sales staff,Semi-Urban,165339.3,660.02,N,N,1.0,739.8891493203059,0,Semi-Urban,629,2223.81,4,Semi-Urban,1,231513.55,29786.22
C-488,Samantha Pasco,M,61,1153.71,1.0,Working,Cleaning staff,Semi-Urban,110264.35,325.32,Y,Y,2.253141046651371,858.06,0,Rural,422,1153.71,2,Rural,1,160867.79,69306.43
C-38366,Idalia Varona,M,55,3880.34,1.0,Working,Laborers,Semi-Urban,132609.55,497.95,Y,Y,2.0,707.06,0,Semi-Urban,232,3880.34,1,Semi-Urban,1,191406.81,9389.46
C-15290,Hilary Saur,F,50,2911.98,1.0,Working,High skill tech staff,Semi-Urban,71435.12,520.9,Y,Y,3.0,691.29,0,Rural,861,2911.98,4,Rural,1,104810.68,34165.88
C-15637,Viva Eynon,M,18,3391.62,1.0,Commercial associate,Managers,Urban,104790.8,739.31,N,Y,2.0,710.37,0,Urban,917,3391.62,4,Urban,1,141429.16,0.0
C-521,Bryon Archibald,M,36,3437.23,1.0,Working,High skill tech staff,Semi-Urban,96277.67,476.71,Y,Y,4.0,739.33,0,Urban,975,3437.23,1,Urban,1,112488.8,0.0
C-46612,Shona Gurr,M,37,1624.46,1.0,Commercial associate,Security staff,Semi-Urban,48757.96,276.75,Y,Y,1.0,654.89,0,Rural,713,1624.46,1,Rural,0,74143.96,14126.62
C-34584,Flavia Perryman,M,46,1000.12,1.0,Working,Medicine staff,Semi-Urban,56507.04,371.01,Y,Y,4.0,638.57,0,Urban,705,1000.12,4,Urban,1,99688.6,0.0
