Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),Loan_Approved
C-7665,Carolann Than,M,29,2222.435,Low,Working,Laborers,Semi-Urban,75777.02,396.85,Y,Y,5.0,705.21,0,Inactive,193,2223.25,1,Urban,1,108401.29,49255.06,1
C-19566,Sidney Herder,F,45,1475.09,Low,Working,Laborers,Semi-Urban,51890.39,196.91,N,Y,1.0,808.92,1,Inactive,742,1475.09,4,Rural,1,73319.76,36323.27,1
C-37387,Rex Dry,F,18,2154.76,Low,Commercial associate,Laborers,Semi-Urban,40600.98,297.16,Y,Y,1.0,694.9,1,Inactive,827,2154.76,3,Urban,1,55587.79,26390.64,1
C-6373,Setsuko Myers,M,39,1555.81,Low,Working,Cooking staff,Semi-Urban,39692.2,288.69,N,Y,2.0,636.06,0,Active,944,1555.81,3,Rural,1,67480.61,35209.395000000004,1
C-3149,Melania Eder,M,28,1432.63,Low,Commercial associate,Laborers,Semi-Urban,69307.46,406.5,N,Y,2.0,712.37,0,Unpossessed,666,1432.63,4,Rural,1,128114.68,45049.85,1
C-34702,Erich Magill,M,65,3308.63,High,Pensioner,Laborers,Semi-Urban,81933.61,422.48,N,Y,1.0,826.93,0,Inactive,788,3308.63,2,Semi-Urban,1,130537.51,57353.53,1
C-36303,Lore Murry,M,56,2163.32,Low,Commercial associate,Security staff,Urban,10635.33,123.53,Y,N,1.0,735.23,1,Inactive,582,2163.32,3,Urban,1,15973.43,6912.96,1
C-24179,Valentina Melanson,F,35,2222.435,Low,Working,Accountants,Semi-Urban,30041.09,141.92,N,Y,3.0,792.34,0,Active,752,2223.25,3,Semi-Urban,1,39391.24,21028.76,1
C-25146,Joseph Brunswick,F,62,2821.88,Low,Working,Laborers,Semi-Urban,79596.36,395.9,N,Y,3.0,759.28,0,Unpossessed,3,2821.88,1,Urban,1,138004.62,55717.45,1
C-29362,Winford Elling,M,34,1513.94,Low,Working,Laborers,Semi-Urban,73282.91,349.42,Y,Y,2.0,714.5,0,Inactive,985,1513.94,3,Semi-Urban,1,103066.45,51298.04,1
C-24550,Margareta Hazelton,F,62,2222.435,Low,Working,Laborers,Semi-Urban,32789.36,374.34,Y,Y,1.0,693.84,0,Unpossessed,475,2223.25,2,Urban,1,37142.83,21313.08,1
C-13250,Sade Venema,F,65,2262.84,High,Pensioner,Laborers,Semi-Urban,148162.12,491.21,N,Y,2.0,866.09,0,Unpossessed,393,2262.84,2,Semi-Urban,0,220491.87,118529.7,1
C-28304,Len Borges,F,29,999.07,Low,Commercial associate,High skill tech staff,Semi-Urban,27885.23,126.51,N,Y,2.0,739.82,0,Active,75,999.07,2,Urban,1,41254.42,0.0,0
C-19015,Karlyn Blazek,M,45,2222.435,Low,Working,Laborers,Semi-Urban,35283.99,182.98,N,N,3.0,780.17,0,Inactive,856,2223.25,2,Urban,1,61694.63,24698.79,1
C-295,Luciano Pawlik,M,24,2759.02,Low,Commercial associate,Laborers,Semi-Urban,73801.98,487.87,N,Y,2.0,642.47,1,Unpossessed,842,2759.02,4,Rural,0,109843.67,0.0,0
C-23903,Merideth Luth,M,39,2808.47,Low,Working,Laborers,Semi-Urban,151601.46,570.48,N,N,2.0,624.92,1,Unpossessed,777,2808.47,1,Semi-Urban,1,221986.03,0.0,0
C-27747,Tobias Chynoweth,M,54,2222.435,Low,Working,Laborers,Semi-Urban,67686.39,578.58,N,Y,2.0,798.91,0,Active,255,2223.25,2,Semi-Urban,1,99644.37,47380.47,1
C-2876,Flavia Zych,F,38,2404.06,Low,Working,High skill tech staff,Semi-Urban,68444.27,446.13,Y,Y,3.0,765.35,0,Inactive,979,2404.06,2,Semi-Urban,1,76567.22,47910.99,1
C-1166,Keva Plante,F,52,2222.435,Low,Working,Laborers,Semi-Urban,86096.64,676.68,N,Y,2.0,688.04,0,Inactive,34,2223.25,1,Semi-Urban,1,131728.11,55962.82,1
C-6076,Alan Sears,M,57,2222.435,Low,Commercial associate,Laborers,Semi-Urban,68657.49,413.61,N,Y,3.0,788.78,0,Active,99,2223.25,1,Urban,1,117207.1,54925.99,1
C-29493,Lynda Leech,M,21,2116.63,Low,Commercial associate,Core staff,Semi-Urban,75433.95,409.84,N,Y,2.0,746.31,0,Active,449,2116.63,2,Semi-Urban,1,135767.33,35209.395000000004,1
C-27886,Maudie Frink,F,46,1539.96,Low,Working,Core staff,Rural,111996.59,451.11,N,N,2.0,776.93,0,Inactive,940,1539.96,2,Semi-Urban,1,158963.81,83997.44,1
C-25780,Donya Mcpherson,F,22,1830.42,Low,Commercial associate,Laborers,Semi-Urban,89429.41,340.87,Y,Y,2.0,748.71,1,Inactive,458,1830.42,1,Urban,1,107667.93,62600.59,1
C-8759,Karlyn Balog,M,57,2222.435,Low,Commercial associate,Laborers,Semi-Urban,66381.58,314.06,N,Y,4.0,739.82,0,Unpossessed,314,2223.25,2,Urban,1,110398.12,46467.11,1
C-43960,Gina Emmons,M,33,1143.31,Low,Working,Accountants,Semi-Urban,7627.49,74.74,N,Y,3.0,843.29,1,Unpossessed,652,1143.31,3,Rural,1,9038.01,0.0,0
C-23979,Evelyne Feehan,F,38,2353.19,Low,Working,Sales staff,Semi-Urban,111717.01,458.3,Y,Y,2.0,758.08,0,Active,861,2353.19,4,Rural,1,155303.08,89373.61,1
C-2439,Denise Kiley,F,55,1363.91,Low,Working,Laborers,Rural,54905.24,326.12,N,N,2.0,787.88,1,Unpossessed,20,1363.91,3,Rural,1,90646.11,41178.93,1
C-7982,Pennie Raven,F,31,2575.1,Low,Commercial associate,Laborers,Rural,38571.02,359.45,N,Y,3.0,610.37,0,Inactive,549,2575.1,4,Rural,1,70569.17,0.0,0
C-39803,Patrick Dupler,F,60,3142.61,Low,Working,Managers,Rural,160395.92,753.49,Y,Y,2.0,724.58,0,Inactive,404,3142.61,2,Urban,1,269468.54,112277.14,1
C-47851,Gerri Wilczynski,M,46,2467.4,Low,Working,Sales staff,Semi-Urban,39795.55,211.28,Y,Y,2.0,769.92,0,Unpossessed,557,2467.4,2,Semi-Urban,0,53989.97,0.0,0
C-33049,Vito Allsup,F,60,2884.12,Low,Commercial associate,Sales staff,Semi-Urban,126552.91,398.95,N,N,2.0,832.36,0,Unpossessed,269,2884.12,2,Urban,1,185445.13,88587.04,1
C-18469,Kizzy Sprankle,M,54,3461.61,Low,State servant,Core staff,Rural,34378.04,383.93,Y,Y,3.0,752.51,0,Active,921,3461.61,2,Rural,1,40987.89,24064.63,1
C-18893,Krystin Stancill,M,44,1255.44,Low,Commercial associate,Laborers,Semi-Urban,78240.66,420.61,Y,Y,4.0,727.12,0,Active,759,1255.44,1,Semi-Urban,1,98780.02,54768.46,1
C-22787,Melonie Jasper,M,37,2055.85,Low,Working,Laborers,Semi-Urban,78571.19,388.26,N,Y,1.0,722.37,0,Active,204,2055.85,3,Rural,1,119296.14,51071.27,1
C-40692,Enid Skipworth,M,64,2857.7,Low,Working,Cooking staff,Semi-Urban,65209.01,407.1,N,Y,3.0,760.94,1,Active,461,2857.7,4,Rural,1,85795.96,45646.31,1
C-34058,Antonio Lablanc,M,28,2008.84,Low,State servant,Core staff,Semi-Urban,16222.04,111.45,Y,Y,4.0,835.19,0,Active,388,2008.84,3,Rural,1,28854.25,11355.43,1
C-48897,Jonathon Polen,M,21,1943.12,Low,Working,Sales staff,Urban,92537.26,504.05,Y,Y,2.0,694.34,1,Active,488,1943.12,4,Urban,1,125904.94,0.0,0
C-9837,Ines Ellefson,F,65,1586.95,High,Pensioner,Laborers,Semi-Urban,90462.94,428.37,N,Y,2.0,607.89,0,Unpossessed,393,1586.95,2,Semi-Urban,1,131586.97,0.0,0
C-29163,Shawanda Ver,M,65,1847.28,High,Pensioner,Laborers,Semi-Urban,33476.52,157.41,Y,Y,2.0,834.0,0,Inactive,621,1847.28,3,Semi-Urban,1,56009.67,23433.56,1
C-12007,Araceli Romaine,M,40,939.26,Low,Commercial associate,Laborers,Rural,13552.44,137.52,N,N,2.0,667.57,0,Unpossessed,307,939.26,1,Semi-Urban,1,14976.41,9486.71,1
C-47476,Shaina Fragale,F,28,2090.42,Low,Commercial associate,Sales staff,Semi-Urban,74425.9,398.45,Y,Y,2.0,823.68,0,Inactive,880,2090.42,4,Semi-Urban,0,92380.2,0.0,0
C-25737,Codi Larose,F,34,1860.19,Low,Commercial associate,Core staff,Semi-Urban,76015.96,441.53,N,N,3.0,725.55,0,Inactive,745,1860.19,4,Semi-Urban,1,116041.82,53211.17,1
C-16661,Leeanne Larue,F,31,2101.65,Low,Commercial associate,Drivers,Rural,27390.37,136.16,Y,N,1.0,617.8,0,Inactive,854,2101.65,2,Rural,0,46049.39,0.0,0
C-37022,Bette Oller,F,26,1675.03,Low,Working,Core staff,Semi-Urban,47218.69,348.6,N,Y,2.0,790.26,0,Inactive,972,1675.03,3,Rural,1,71542.15,33053.08,1
C-8187,Annelle Fragale,M,33,1305.89,Low,Working,Laborers,Semi-Urban,14410.45,140.44,N,N,3.0,663.9,0,Unpossessed,674,1305.89,1,Semi-Urban,1,19236.07,9366.79,1
C-9338,Giselle Sturdivant,F,44,2222.435,Low,Working,Laborers,Semi-Urban,156239.54,549.63,Y,Y,2.0,821.59,0,Active,256,2223.25,2,Semi-Urban,1,242714.62,117179.66,1
C-16678,Wiley Ravenscroft,M,61,2228.6,Low,Working,Drivers,Semi-Urban,25271.07,147.97,Y,Y,1.0,788.1,0,Active,994,2228.6,2,Urban,1,45018.85,18953.3,1
C-23232,Tandra Wilburn,M,60,2222.435,High,Pensioner,Laborers,Semi-Urban,113059.46,476.08,N,N,2.0,803.24,0,Active,137,2223.25,1,Semi-Urban,0,200709.37,79141.62,1
C-45315,Bonita Britto,F,40,2119.25,Low,Working,Core staff,Semi-Urban,24531.77,178.85,N,Y,3.0,769.88,0,Active,494,2119.25,2,Urban,1,36158.71,0.0,0
C-31872,Joaquin Liebold,M,56,2618.19,Low,Commercial associate,Sales staff,Semi-Urban,91194.23,591.82,Y,Y,3.0,734.15,0,Active,120,2618.19,1,Urban,1,162853.95,59276.25,1
C-36313,Carmon Smock,F,18,2006.49,Low,Working,Drivers,Rural,42329.41,196.34,Y,N,1.0,742.1,0,Active,777,2006.49,1,Semi-Urban,1,59732.08,29630.59,1
C-12701,Caroline Wilczynski,M,29,1074.73,Low,Working,Laborers,Semi-Urban,20666.74,163.74,N,Y,4.0,668.17,0,Active,971,1074.73,1,Semi-Urban,1,28886.27,13433.38,1
C-10873,Guadalupe Mccool,F,52,1460.97,Low,Working,Cleaning staff,Semi-Urban,49107.41,305.91,N,Y,2.0,790.24,1,Active,124,1460.97,3,Rural,1,73597.49,36830.56,1
C-48126,Aleta Theriot,F,61,1095.05,Low,Working,Laborers,Semi-Urban,46234.96,331.02,N,N,2.0,634.5,0,Active,293,1095.05,1,Rural,0,59162.71,0.0,0
C-1369,Zaida Books,F,60,2341.32,Low,Working,Security staff,Urban,51311.77,576.59,Y,Y,1.0,745.34,0,Active,73,2341.32,2,Semi-Urban,1,71234.76,35918.24,1
C-28911,Harris Joshi,M,29,2139.9,Low,Working,Sales staff,Semi-Urban,64647.65,329.78,Y,Y,1.0,706.67,0,Inactive,588,2139.9,1,Rural,1,83548.43,45253.36,1
C-25480,Lynda Finnell,M,65,2222.435,High,Pensioner,Laborers,Rural,27920.18,109.71,N,N,2.0,842.66,0,Active,695,2223.25,1,Urban,1,45556.83,20940.14,1
C-43545,Esmeralda Soltis,F,27,1287.65,Low,Working,Medicine staff,Semi-Urban,126379.85,664.64,N,Y,4.0,687.76,0,Inactive,900,1287.65,1,Semi-Urban,1,192572.31,0.0,0
C-38945,Mariana Fink,F,18,1914.4,Low,Working,Core staff,Rural,33672.65,324.56,N,N,2.0,770.56,0,Unpossessed,120,1914.4,1,Urban,1,52404.28,26938.12,1
C-31368,Alethia Saltzman,M,62,1636.67,Low,Working,Managers,Semi-Urban,101092.58,441.09,Y,N,3.0,735.47,0,Inactive,779,1636.67,3,Urban,1,121463.79,70764.81,1
C-4085,Rosia Teamer,M,51,3036.22,Low,Working,Sales staff,Semi-Urban,72929.02,329.25,N,N,2.0,757.1,0,Active,629,3036.22,4,Semi-Urban,1,107503.53,58343.22,1
C-12107,Caroline Morgenstern,M,22,2222.435,Low,Working,Laborers,Semi-Urban,39363.0,185.86,Y,Y,1.0,651.49,0,Inactive,769,2223.25,2,Urban,1,69342.45,25585.95,1
C-35125,Necole Kimbrell,M,60,1706.27,High,Pensioner,Laborers,Rural,118485.82,377.48,N,Y,2.0,791.88,1,Inactive,112,1706.27,1,Rural,1,132132.8,94788.66,1
C-36163,Mickey Goodwill,M,38,1366.66,Low,Working,High skill tech staff,Semi-Urban,68468.85,340.61,N,N,2.0,676.2,0,Active,177,1366.66,2,Rural,1,120415.58,47928.2,1
C-40509,Neoma Glavin,F,18,1525.19,Low,Working,Core staff,Rural,132067.16,454.8,Y,Y,2.0,843.89,0,Active,78,1525.19,1,Urban,1,171478.26,92447.01,1
C-7406,Laree Cardwell,M,63,2295.49,Low,Working,Laborers,Rural,35282.66,260.82,Y,Y,3.0,684.63,0,Inactive,118,2295.49,3,Semi-Urban,1,42975.95,24697.86,1
C-22270,Genoveva Soucy,M,32,1735.46,Low,Working,Cleaning staff,Rural,38077.04,188.15,N,Y,2.0,677.46,0,Inactive,199,1735.46,2,Rural,1,61170.22,26653.93,1
C-15660,Franklin Thomas,F,25,2883.21,Low,Working,High skill tech staff,Semi-Urban,76364.36,381.59,N,Y,2.0,859.57,0,Inactive,488,2883.21,4,Urban,1,96436.41,61091.49,1
C-48611,Larae Zilnicki,F,64,1901.39,High,Pensioner,Laborers,Semi-Urban,83130.11,298.85,N,Y,1.0,614.36,1,Active,551,1901.39,1,Semi-Urban,1,110759.43,0.0,0
C-11323,Bert Rotondo,M,18,1214.42,Low,Working,Laborers,Rural,97780.04,465.34,Y,Y,2.0,756.36,0,Unpossessed,797,1214.42,2,Semi-Urban,1,115526.23,68446.03,1
C-45390,Guadalupe Buzbee,M,18,1165.62,Low,Commercial associate,High skill tech staff,Semi-Urban,23584.21,266.01,Y,Y,1.0,739.45,0,Inactive,906,1165.62,2,Urban,1,42952.46,0.0,0
C-6212,Karoline Rinaldo,M,28,1214.84,Low,Working,Security staff,Semi-Urban,31906.67,223.47,N,Y,2.0,677.57,0,Unpossessed,305,2223.25,2,Semi-Urban,1,60345.42,22334.67,1
C-34012,Rocky Barlow,M,45,2871.68,Low,Working,Accountants,Semi-Urban,155052.58,480.55,Y,Y,4.0,799.96,0,Active,626,2871.68,2,Rural,1,213874.29,108536.81,1
C-7620,Winford Thomas,F,30,2222.435,Low,Working,Sales staff,Rural,42133.82,203.64,N,N,1.0,739.82,0,Active,194,2223.25,2,Semi-Urban,1,61290.88,0.0,0
C-33601,Karri Abel,M,64,3185.6,Low,Working,Managers,Semi-Urban,31016.65,173.73,N,Y,2.0,653.59,0,Unpossessed,682,3185.6,3,Rural,1,48096.05,20160.82,1
C-43308,Melisa Davilla,F,18,1682.31,Low,State servant,Core staff,Semi-Urban,145395.38,383.96,N,N,3.0,800.05,0,Unpossessed,811,1682.31,3,Rural,0,240334.07,0.0,0
C-13480,Sparkle Stackpole,M,18,959.52,Low,Working,Laborers,Semi-Urban,96609.36,490.16,N,Y,3.0,690.19,1,Inactive,993,959.52,1,Urban,1,171303.65,67626.55,1
C-184,Stephane Heldt,F,34,3144.33,Low,Commercial associate,Managers,Semi-Urban,161498.69,694.99,Y,N,2.0,839.52,0,Active,983,3144.33,3,Semi-Urban,1,199735.88,121124.02,1
C-41847,Enid Bridge,M,44,2199.77,Low,Working,Laborers,Rural,97799.47,524.49,N,N,3.0,732.7,0,Unpossessed,143,2199.77,4,Semi-Urban,0,161296.24,0.0,0
C-2926,Verlene Basel,M,26,987.87,Low,Working,Low-skill Laborers,Semi-Urban,48859.46,269.31,Y,N,4.0,631.75,0,Active,646,987.87,4,Semi-Urban,1,64866.99,0.0,0
C-47484,Carolann Daugherty,F,49,1537.59,Low,Working,Laborers,Semi-Urban,64927.52,285.13,Y,N,2.0,775.87,0,Active,440,1537.59,4,Urban,0,113768.62,0.0,0
C-38378,Lacey Carrow,M,59,1222.92,Low,Commercial associate,High skill tech staff,Semi-Urban,21802.72,208.41,N,Y,2.0,839.68,0,Inactive,139,1222.92,2,Rural,1,33114.69,17442.18,1
C-20018,Ines Agron,F,31,1910.38,Low,Working,High skill tech staff,Semi-Urban,31478.5,224.44,N,N,2.0,623.07,0,Inactive,210,1910.38,4,Rural,1,51360.41,0.0,0
C-41439,Suzanna Melody,F,41,1492.11,Low,Working,Laborers,Semi-Urban,39066.55,262.41,N,N,4.0,660.05,1,Inactive,928,1492.11,4,Rural,1,72218.38,0.0,0
C-25248,Sherwood Raglin,M,36,2222.435,Low,Working,Private service staff,Semi-Urban,29218.82,245.1,N,Y,4.0,733.3,0,Inactive,897,2223.25,1,Semi-Urban,1,32711.13,20453.17,1
C-22126,Hellen Strobel,F,23,2425.97,Low,Working,High skill tech staff,Semi-Urban,28265.86,103.78,N,Y,2.0,813.14,0,Inactive,672,2425.97,2,Rural,1,38603.64,21199.4,1
C-2035,Cecile Newhall,F,18,3071.74,Low,Working,Laborers,Semi-Urban,96086.95,540.28,N,Y,2.0,623.43,0,Active,117,3071.74,3,Semi-Urban,0,154620.73,0.0,0
C-5777,Arielle Munday,F,58,1493.47,Low,Working,Sales staff,Semi-Urban,37713.1,372.87,N,Y,3.0,806.73,1,Inactive,909,1493.47,4,Rural,1,48524.67,30170.48,1
C-43191,Aleta Vidrio,M,61,1966.07,Low,Commercial associate,Sales staff,Semi-Urban,35051.17,206.18,Y,N,4.0,686.44,0,Active,328,1966.07,4,Urban,1,62742.39,0.0,0
C-264,Terrance Sackett,M,50,3253.33,Low,Commercial associate,Accountants,Urban,78181.44,366.76,N,Y,1.0,859.45,0,Unpossessed,327,3253.33,1,Rural,1,95525.99,58636.08,1
C-21803,Duane Emmons,M,40,2424.09,Low,Working,Laborers,Urban,171336.03,574.22,Y,N,2.0,842.05,0,Unpossessed,544,2424.09,1,Semi-Urban,1,276347.17,119935.22,1
C-37460,Gina Hemmings,F,53,1036.57,Low,Working,Cleaning staff,Semi-Urban,34977.16,322.01,N,Y,3.0,720.8,1,Inactive,861,1036.57,4,Rural,1,53713.86,24484.01,1
C-42371,Barbie Maciel,M,63,1611.41,Low,Working,Private service staff,Semi-Urban,70362.05,359.76,N,Y,1.0,792.88,0,Active,870,1611.41,4,Semi-Urban,1,105712.01,0.0,0
C-3030,Raymundo Toledo,M,65,2222.435,High,Pensioner,Laborers,Semi-Urban,49007.47,192.13,N,Y,2.0,820.85,0,Active,859,2223.25,3,Rural,1,63657.54,36755.6,1
C-13979,Herma Mcentire,M,27,2998.95,Low,State servant,Laborers,Semi-Urban,24543.92,121.45,Y,Y,4.0,848.96,0,Unpossessed,127,2998.95,2,Rural,1,37238.03,17180.74,1
C-24785,Kendrick Newbold,F,64,2006.66,Low,Pensioner,Laborers,Semi-Urban,71141.49,544.25,N,Y,2.0,828.45,0,Active,834,2006.66,3,Urban,0,103083.79,56913.19,1
C-49594,Magdalena Canup,M,53,1989.86,Low,Working,Cooking staff,Semi-Urban,46006.8,354.76,Y,Y,3.0,757.03,1,Active,509,1989.86,2,Rural,0,69172.46,0.0,0
C-23176,Claris Stupka,M,37,2222.435,Low,Commercial associate,Laborers,Semi-Urban,19331.15,95.82,N,Y,2.0,725.36,0,Inactive,866,2223.25,2,Urban,1,32829.27,13531.8,1
C-18779,Dori Wu,F,18,2222.435,Low,Working,Core staff,Semi-Urban,123625.53,371.89,N,N,3.0,722.77,0,Unpossessed,139,2223.25,2,Rural,1,226201.33,80356.59,1
C-1378,Charlesetta Messmer,M,43,1300.18,Low,Working,Laborers,Semi-Urban,20484.41,125.76,N,N,2.0,615.65,1,Inactive,14,1300.18,4,Rural,0,24473.45,0.0,0
C-2291,Dorine Slaugh,M,25,2949.97,Low,Commercial associate,Laborers,Semi-Urban,82050.45,392.9,Y,Y,1.0,608.76,0,Inactive,45,2949.97,3,Urban,1,144953.43,0.0,0
C-23267,Mei Mcclean,M,35,1850.76,Low,State servant,Security staff,Semi-Urban,70972.8,411.05,N,Y,2.0,719.97,0,Unpossessed,823,1850.76,3,Rural,1,102709.69,49680.96,1
C-42227,Selena Minear,F,65,2303.99,High,Pensioner,Laborers,Semi-Urban,88298.08,377.55,N,Y,1.0,840.87,0,Active,288,2303.99,4,Semi-Urban,0,125051.52,0.0,0
C-11739,Sherwood Siegfried,M,47,1554.0,Low,Commercial associate,Laborers,Semi-Urban,38695.59,318.27,Y,Y,1.0,614.34,0,Inactive,219,1554.0,4,Urban,0,63970.81,0.0,0
C-43709,Christiana Beaulieu,M,55,1963.23,Low,Commercial associate,Sales staff,Rural,38124.99,193.89,Y,Y,2.0,749.32,0,Inactive,965,1963.23,1,Semi-Urban,0,58046.56,0.0,0
C-40529,Enedina Magers,M,28,2043.81,Low,Working,Laborers,Rural,79249.39,500.1,N,Y,2.0,679.42,0,Active,824,2043.81,1,Urban,1,90301.2,55474.57,1
C-35477,Sigrid Nelligan,F,39,1242.39,Low,Working,Sales staff,Semi-Urban,20560.03,98.67,Y,N,4.0,659.96,0,Unpossessed,464,1242.39,3,Urban,1,29053.38,13364.02,1
C-11074,Shona Abadie,M,62,2451.86,High,Pensioner,Laborers,Urban,51948.93,302.82,N,Y,1.0,830.25,0,Inactive,958,2223.25,4,Semi-Urban,1,84368.98,38961.7,1
C-19821,Nathalie Nosal,F,35,2222.435,Low,Working,Laborers,Rural,147186.27,667.21,Y,Y,4.0,777.15,0,Inactive,684,2223.25,4,Rural,1,265553.45,110389.7,1
C-13236,Mara Munsterman,M,18,3541.29,Low,Working,Sales staff,Semi-Urban,94720.7,416.06,N,N,3.0,841.74,0,Unpossessed,510,3541.29,3,Semi-Urban,1,118291.4,66304.49,1
C-47218,Caroline Adcox,F,18,1760.58,Low,Commercial associate,Core staff,Semi-Urban,40409.6,215.62,N,Y,2.0,766.38,0,Inactive,686,1760.58,1,Semi-Urban,1,49688.79,0.0,0
C-39971,Kathey Nardone,F,18,3474.61,Low,Working,Core staff,Semi-Urban,74444.6,381.86,Y,N,3.0,751.21,0,Inactive,388,3474.61,3,Rural,1,110317.49,52111.22,1
C-11362,Genoveva Paredez,F,39,2222.435,Low,Commercial associate,Managers,Urban,100641.1,527.76,N,Y,3.0,742.8,0,Active,564,2223.25,4,Urban,1,116497.94,65416.72,1
C-27451,Ivory Fail,M,58,1340.91,Low,Working,Laborers,Semi-Urban,31412.37,170.36,N,N,2.0,660.17,0,Active,972,1340.91,3,Rural,1,50906.19,21988.66,1
C-36022,Lorean Fogarty,M,39,3005.12,Low,State servant,Laborers,Semi-Urban,77969.62,301.58,N,Y,4.0,637.75,1,Active,940,3005.12,2,Rural,1,93934.92,0.0,0
C-40196,Laureen Rodas,M,38,1513.66,Low,Working,Laborers,Semi-Urban,60576.57,446.97,N,Y,5.0,736.19,1,Unpossessed,557,1513.66,2,Semi-Urban,1,85136.48,42403.6,1
C-19466,Fanny Burger,M,44,1520.93,Low,Commercial associate,Accountants,Semi-Urban,78991.83,352.85,N,Y,3.0,839.17,0,Active,565,1520.93,3,Semi-Urban,1,122083.15,55294.28,1
C-29838,Wan Bichrest,M,36,2173.07,Low,Working,High skill tech staff,Semi-Urban,23292.1,116.03,N,Y,1.0,766.55,0,Active,314,2173.07,2,Urban,1,28534.66,18633.68,1
C-32819,Vannesa Krings,F,40,3379.28,Low,Working,Waiters/barmen staff,Semi-Urban,63121.02,475.52,N,Y,1.0,764.02,1,Unpossessed,121,3379.28,3,Rural,1,91410.28,44184.71,1
C-7792,Caleb Reinbold,M,47,2534.36,Low,Working,Laborers,Semi-Urban,89098.15,288.19,Y,N,1.0,714.01,0,Active,227,2534.36,1,Semi-Urban,1,151289.06,57913.8,1
C-8798,Noe Katzman,M,18,1759.5,Low,Working,Managers,Semi-Urban,63211.84,275.26,N,N,3.0,741.42,0,Active,122,1759.5,1,Semi-Urban,1,115206.95,41087.7,1
C-7633,Deborah Knutsen,M,32,1307.69,Low,Commercial associate,Laborers,Semi-Urban,68501.76,307.52,N,Y,2.0,682.73,0,Inactive,435,1307.69,2,Rural,1,100949.23,44526.14,1
C-30800,Beatriz Armes,F,33,3275.78,Low,Commercial associate,Laborers,Urban,118331.1,480.62,N,Y,1.0,845.78,0,Inactive,743,3275.78,2,Rural,1,193900.54,94664.88,1
C-48734,Dorotha Coggin,M,20,850.67,Low,Working,Core staff,Semi-Urban,28260.69,123.91,N,N,3.0,729.49,0,Unpossessed,409,850.67,3,Semi-Urban,0,38961.6,0.0,0
C-45425,Polly Stolte,M,38,1352.85,Low,State servant,Laborers,Rural,38795.31,275.09,N,Y,4.0,746.26,0,Active,934,1352.85,2,Semi-Urban,1,45069.08,0.0,0
C-34737,Genie Klopfer,F,65,2001.46,High,Pensioner,Laborers,Semi-Urban,34484.01,131.46,N,N,2.0,834.01,0,Inactive,65,2001.46,3,Rural,1,48349.4,27587.21,1
C-15556,Azzie Mcmorris,M,34,1276.98,Low,State servant,Secretaries,Semi-Urban,43592.6,251.5,N,N,2.0,687.03,0,Active,370,1276.98,1,Semi-Urban,1,77906.2,28335.19,1
C-19097,Rolf Youngquist,M,52,1678.95,Low,State servant,Drivers,Semi-Urban,103711.29,365.27,N,N,2.0,796.97,1,Active,457,1678.95,2,Rural,1,122068.17,72597.9,1
C-40616,Christiana Luther,F,33,2808.03,Low,Working,Drivers,Semi-Urban,91859.66,310.49,Y,N,3.0,673.65,1,Unpossessed,391,2808.03,3,Rural,1,160681.35,64301.76,1
C-5578,Alla Dinkins,F,30,2553.65,Low,Working,Managers,Semi-Urban,103534.16,559.77,Y,Y,2.0,705.03,0,Inactive,384,2553.65,4,Urban,1,124114.26,72473.91,1
C-34282,Kyung Barlow,M,51,2569.38,Low,Working,Drivers,Semi-Urban,87521.74,391.17,Y,Y,2.0,742.99,1,Inactive,62,2569.38,2,Urban,1,124372.57,61265.22,1
C-19717,Traci Milne,M,57,1639.67,Low,Working,Laborers,Semi-Urban,38399.75,418.31,Y,Y,3.0,626.61,0,Inactive,757,1639.67,3,Rural,1,44849.73,0.0,0
C-35090,Rolf Tietjen,F,61,3125.52,Low,Working,Sales staff,Semi-Urban,125678.26,372.75,N,N,3.0,678.89,0,Active,901,3125.52,1,Urban,1,149047.13,81690.87,1
C-28831,Shawanda Gamache,M,39,3065.58,Low,Commercial associate,Managers,Rural,53560.4,588.88,Y,Y,3.0,737.91,0,Unpossessed,380,3065.58,3,Semi-Urban,1,97834.03,34814.26,1
C-30271,Denise Yocum,F,46,3150.63,Low,Commercial associate,Laborers,Semi-Urban,121071.74,362.49,Y,Y,3.0,735.07,1,Unpossessed,927,3150.63,4,Rural,1,192598.76,78696.63,1
C-4671,Jackson Martensen,F,21,2222.435,Low,Working,Laborers,Rural,141424.83,418.8,N,Y,2.0,645.01,1,Active,726,2223.25,3,Urban,1,162542.86,0.0,0
C-49150,Margarito Izaguirre,M,23,3285.41,Low,Commercial associate,Laborers,Semi-Urban,131999.33,379.76,Y,Y,4.0,818.73,1,Inactive,4,3285.41,3,Semi-Urban,1,248592.56,0.0,0
C-15167,Alva Bibbs,F,52,2222.435,Low,Working,Sales staff,Semi-Urban,68526.06,471.46,N,Y,1.0,822.65,0,Unpossessed,609,2223.25,1,Urban,1,123187.52,47968.24,1
